item_id,ingredient_name,confidence
24392880,vegetable dumplings,0.8
24392881,chicken,0.9
24392881,chili,0.8
24392881,chutney,0.7
24392881,dumplings,0.95
24392881,pork,0.9
24392881,sesame,0.8
24392881,tomato,0.8
24392881,vegetable,0.9
24392882,cabbage,0.8
24392882,dough,0.8
24392882,green onion,0.7
24392882,mint sauce,0.7
24392882,peas,0.8
24392882,potato,0.9
24392882,tamarind sauce,0.7
24392913,cauliflower,0.8
24392913,chili pepper,0.5
24392913,coriander,0.5
24392913,cumin,0.5
24392913,curry powder,0.6
24392913,garlic,0.5
24392913,ginger,0.5
24392913,onion,0.6
24392913,potato,0.8
24392913,tomato,0.6
24392913,turmeric,0.5
24392928,cauliflower,0.8
24392928,chili,0.5
24392928,coriander,0.5
24392928,cumin,0.5
24392928,garlic,0.6
24392928,ginger,0.55
24392928,onion,0.7
24392928,potato,0.8
24392928,salt,0.45
24392928,tomato,0.6
24392928,turmeric,0.5
24392915,bean,0.75
24392915,chili,0.5
24392915,coriander,0.5
24392915,cumin,0.5
24392915,garlic,0.55
24392915,ginger,0.6
24392915,lentil,0.8
24392915,onion,0.7
24392915,tomato,0.65
24392915,turmeric,0.5
24392929,beans,0.85
24392929,chili pepper,0.5
24392929,coriander,0.6
24392929,cumin,0.6
24392929,garlic,0.65
24392929,ginger,0.65
24392929,lentils,0.9
24392929,onion,0.75
24392929,tomato,0.7
24392929,turmeric,0.55
24392917,cream,0.7
24392917,curry powder,0.6
24392917,garlic,0.6
24392917,ginger,0.5
24392917,green beans,0.8
24392917,onion,0.6
24392917,tofu,0.9
24392931,cream,0.75
24392931,curry,0.9
24392931,green bean,0.8
24392931,tofu,0.85
24392918,coriander,0.5
24392918,cumin,0.55
24392918,eggplant,0.85
24392918,garlic,0.65
24392918,ginger,0.6
24392918,onion,0.75
24392918,tomato,0.7
24392918,turmeric,0.48
24392933,chili,0.5
24392933,coconut milk,0.5
24392933,coriander,0.5
24392933,cumin,0.6
24392933,eggplant,0.9
24392933,garlic,0.7
24392933,ginger,0.6
24392933,onion,0.8
24392933,tomato,0.7
24392933,turmeric,0.5
24392921,bamboo shoot,0.6
24392921,black-eyed peas,0.7
24392921,curry,0.8
24392921,potato,0.8
24392935,bamboo shoot,0.7
24392935,black-eyed peas,0.8
24392935,potato,0.9
24392922,chili,0.6
24392922,coconut milk,0.5
24392922,coriander,0.6
24392922,cremini mushroom,0.9
24392922,cumin,0.6
24392922,garlic,0.7
24392922,ginger,0.6
24392922,onion,0.8
24392922,tomato,0.7
24392922,turmeric,0.6
24392937,cremini mushroom,0.95
24392937,curry,0.9
24392937,garlic,0.7
24392937,ginger,0.6
24392937,onion,0.8
24392937,spices,0.5
24392937,tomato,0.75
24392924,baby spinach,0.9
24392924,cheese,0.8
24392924,cream,0.7
24392924,paneer,0.9
24392939,cream,0.7
24392939,onion,0.55
24392939,paneer,0.85
24392939,spices,0.6
24392939,spinach,0.9
24392939,tomato,0.5
24392925,baby spinach,0.9
24392925,garbanzo,0.8
24392925,tomato,0.85
24392941,baby spinach,0.9
24392941,garbanzo,0.9
24392941,tomato,0.85
24392884,bbq,0.7
24392884,chicken,0.9
24392884,garlic,0.8
24392884,ginger,0.8
24392884,olive oil,0.7
24392943,chicken,0.9
24392943,garlic,0.8
24392943,ginger,0.7
24392943,olive oil,0.8
24392943,spices,0.7
24392943,yogurt,0.8
24392949,chicken breast,0.95
24392949,garlic,0.9
24392949,ginger,0.85
24392949,olive oil,0.9
24392949,spices,0.8
24392949,yogurt,0.9
24392944,garlic,0.8
24392944,ginger,0.7
24392944,lamb,0.9
24392944,olive oil,0.8
24392944,spices,0.7
24392944,yogurt,0.8
24392953,garlic,0.7
24392953,ginger,0.7
24392953,lamb,0.9
24392953,olive oil,0.7
24392953,spices,0.6
24392953,yogurt,0.7
26083858,basmati white rice,0.7
26083858,brown rice,0.7
26083858,butter naan,0.8
26083858,salmon,0.9
26083861,basmati white rice,0.6
26083861,brown rice,0.6
26083861,butter naan,0.7
26083861,lentils,0.8
26083861,mixed seasonal vegetables,0.8
26083861,salmon,0.9
26083861,tomato chili chutney sauce,0.75
24392945,garlic,0.8
24392945,ginger,0.7
24392945,olive oil,0.8
24392945,salmon,0.9
24392945,spices,0.7
24392955,garlic,0.8
24392955,ginger,0.7
24392955,olive oil,0.8
24392955,salmon,0.9
24392955,spices,0.6
26083859,basmati rice,0.7
26083859,brown rice,0.7
26083859,butter,0.7
26083859,naan,0.8
26083859,prawn,0.9
24392946,black tiger prawn,0.85
24392946,garlic,0.8
24392946,ginger,0.75
24392946,olive oil,0.75
24392946,spices,0.65
24392956,black tiger prawn,0.85
24392956,garlic,0.75
24392956,ginger,0.75
24392956,olive oil,0.75
24392956,spices,0.65
24392885,garlic,0.85
24392885,ginger,0.85
24392885,spices,0.6
24392887,cashew,0.8
24392887,chicken,0.9
24392887,cream,0.8
24392887,curry,0.9
24392901,cashew cream,0.7
24392901,chicken,0.8
24392901,curry,0.75
24392970,mango,0.9
24392970,milk,0.6
24392970,sugar,0.7
24392970,yogurt,0.8
24392961,basmati rice,0.9
24392961,salt,0.6
24392962,brown rice,0.95
24392957,butter,0.9
24392957,flour,0.95
24392957,salt,0.8
24392957,yeast,0.85
26083860,basmati white rice,0.7
26083860,brown rice,0.7
26083860,butter naan,0.75
26083860,lentils,0.9
26083860,mixed seasonal vegetables,0.85
26083860,prawn,0.95
26083860,tomato chili chutney,0.8
24392959,flour,0.8
24392959,garlic,0.9
24392959,salt,0.7
24392959,yogurt,0.6
24392968,donut,0.9
24392968,oil,0.6
24392968,saffron,0.8
24392968,sugar,0.7
24392966,cilantro,0.8
24392966,garlic,0.6
24392966,green chili,0.7
24392966,lemon juice,0.65
24392966,mint,0.9
24392969,soda,0.95
24392964,chili,0.75
24392964,chutney,0.7
24392964,tomato,0.85
24393048,chicken,0.8
24393048,curry leaves,0.75
24393048,sauce,0.65
24393048,spices,0.7
24393044,cashew nut,0.8
24393044,creamy hyderabadi sauce,0.75
24393192,andhra spices,0.75
24393192,curry,0.95
24393192,curry leaves,0.8
24393192,garlic,0.55
24393192,ginger,0.5
24393192,mustard seeds,0.85
24393192,onion,0.7
24393192,tomato,0.6
24393198,chili,0.6
24393198,coriander,0.6
24393198,cumin,0.5
24393198,garlic,0.6
24393198,ginger,0.6
24393198,horse gram,0.8
24393198,onion,0.7
24393198,rice,0.9
24393198,tomato,0.7
24393198,yogurt,0.5
24393091,butter,0.8
24393091,corn,0.9
24393091,pepper,0.8
24393091,salt,0.8
24393360,almonds,0.9
24393360,cashews,0.8
24393360,milk,0.9
24393343,bottled water,0.95
24393343,sugar,0.9
24393343,yogurt,0.8
24393169,butter,0.85
24393169,chutney,0.75
24393169,dosa,0.9
24393169,sambar,0.75
24393190,butter,0.85
24393190,cream,0.55
24393190,garlic,0.6
24393190,onions,0.7
24393190,spices,0.6
24393190,tomatoes,0.8
24393356,buttermilk,0.95
24393356,milk,0.9
24393202,butter,0.8
24393202,naan,0.9
24393181,butter,0.8
24393181,chutneys,0.7
24393181,sambar,0.7
24393181,utappam,0.9
24393086,butterscotch,0.9
24393086,cream,0.8
24393086,milk,0.7
24393086,sugar,0.8
24393183,carrot,0.95
24393183,chutney,0.7
24393183,peas,0.95
24393183,sambar,0.8
24393183,uthappam,0.9
24393188,cashew,0.9
24393188,cream,0.8
24393188,sauce,0.75
24393187,chickpeas,0.9
24393187,chili peppers,0.6
24393187,coriander,0.7
24393187,cumin,0.75
24393187,garam masala,0.65
24393187,garlic,0.75
24393187,ginger,0.65
24393187,lemon juice,0.55
24393187,onions,0.8
24393187,tomatoes,0.7
24393187,turmeric,0.7
24393173,cheese,0.85
24393173,chutney,0.75
24393173,dosa,0.9
24393173,sambar,0.8
24393207,all-purpose flour,0.75
24393207,butter,0.55
24393207,cheese,0.9
24393207,milk,0.6
24393207,yeast,0.65
24393207,yogurt,0.7
24393182,cheese,0.9
24393182,chutney,0.7
24393182,sambar,0.8
24393182,utappam,0.95
24393056,chicken,0.9
24393056,chili pepper,0.7
24393056,coconut milk,0.8
24393056,coriander,0.6
24393056,cumin,0.6
24393056,curry leaves,0.5
24393056,garlic,0.6
24393056,ginger,0.7
24393056,tomato,0.5
24393056,turmeric,0.6
24393252,bread,0.8
24393252,celery,0.7
24393252,chicken,0.9
24393252,mayonnaise,0.75
24393252,onion,0.65
24393252,pepper,0.6
24393252,salt,0.55
24393245,breading,0.8
24393245,chicken,0.9
24393245,oil,0.7
24393243,breadcrumbs,0.7
24393243,chicken,0.9
24393243,eggs,0.6
24393243,flour,0.7
24393243,oil,0.6
24393257,basmati rice,0.8
24393257,chicken,0.9
24393257,garlic,0.6
24393257,ghee,0.5
24393257,ginger,0.6
24393257,onion,0.7
24393257,spices,0.7
24393257,tomato,0.6
24393257,yogurt,0.7
24393254,basmati rice,0.9
24393254,chicken,0.9
24393254,coriander,0.5
24393254,garlic,0.6
24393254,ginger,0.6
24393254,mint,0.5
24393254,onion,0.8
24393254,spices,0.7
24393254,tomato,0.7
24393254,yogurt,0.7
24393253,basmati rice,0.9
24393253,chicken,0.9
24393253,coriander,0.5
24393253,garlic,0.7
24393253,ghee,0.6
24393253,ginger,0.7
24393253,onions,0.8
24393253,spices,0.6
24393253,tomatoes,0.7
24393253,yogurt,0.7
24393199,aromatic spices,0.6
24393199,basmati rice,0.8
24393199,chicken,0.9
24393199,minced meat,0.7
24393066,chicken,0.9
24393066,chili,0.7
24393066,onions,0.8
24393066,spices,0.7
24393108,chicken,0.9
24393108,coriander,0.5
24393108,garlic,0.7
24393108,ginger,0.6
24393108,onion,0.7
24393108,spices,0.8
24393108,tomato,0.6
24393135,chicken breast,0.85
24393135,garlic,0.75
24393135,ginger,0.75
24393135,spices,0.65
24393135,yogurt,0.8
24393100,chikoo (sapota),0.9
24393100,milk,0.8
24393114,chili sauce,0.9
24393114,cottage cheese,0.7
24393114,spring onions,0.6
24393165,cheese,0.8
24393165,chili,0.8
24393165,chutneys,0.7
24393165,dosa,0.9
24393165,sambar,0.7
24393204,chilli,0.8
24393204,garlic,0.6
24393204,naan,0.9
24393204,yogurt,0.5
24393179,dosa,0.9
24393179,hazelnut cocoa spread,0.85
24393060,bhatura,0.85
24393060,chana masala,0.9
24393060,chickpeas,0.75
24393060,garlic,0.6
24393060,ginger,0.55
24393060,onions,0.7
24393060,puri,0.8
24393060,spices,0.5
24393060,tomatoes,0.65
24393229,coconut,0.9
24393229,nuts,0.7
24393229,spices,0.8
24393337,coke,0.95
24393337,sugar,0.9
24393088,cream,0.65
24393088,custard,0.9
24393088,eggs,0.6
24393088,gulab jamun,0.8
24393088,milk,0.7
24393088,sugar,0.7
24393219,cardamom,0.5
24393219,custard,0.9
24393219,gulab jamun,0.8
24393219,milk,0.7
24393219,rose water,0.6
24393219,sugar,0.7
24393185,ghee,0.7
24393185,lentil,0.9
24393185,onion,0.8
24393185,tomato,0.7
24393036,basmati rice,0.9
24393036,chicken,0.85
24393036,garlic,0.6
24393036,ginger,0.55
24393036,onion,0.7
24393036,spices,0.8
24393036,tomato,0.65
24393036,yogurt,0.5
24393265,basmati rice,0.9
24393265,chicken,0.85
24393265,garlic,0.7
24393265,ghee,0.5
24393265,ginger,0.65
24393265,onions,0.75
24393265,saffron,0.55
24393265,spices,0.6
24393265,tomatoes,0.7
24393265,yogurt,0.8
24393263,basmati rice,0.8
24393263,chicken,0.9
24393263,garlic,0.7
24393263,ghee,0.6
24393263,ginger,0.6
24393263,onion,0.7
24393263,spices,0.7
24393263,tomato,0.6
24393263,yogurt,0.7
24393261,basmati rice,0.9
24393261,chicken,0.85
24393261,garlic,0.6
24393261,ginger,0.6
24393261,onion,0.75
24393261,spices,0.55
24393261,tomato,0.7
24393261,yogurt,0.8
24393151,chicken tikka,0.9
24393151,lamb chops,0.9
24393151,lamb seekh kebab,0.9
24393151,onions,0.7
24393151,tandoori chicken,0.9
24393074,black lentil,0.9
24393074,brown garlic,0.8
24393074,butter,0.7
24393074,fenugreek leaves,0.9
24393074,ginger,0.6
24393074,onion,0.7
24393074,spices,0.6
24393074,tomato,0.7
24393349,diet coke,0.9
24393216,almonds,0.8
24393216,bread,0.9
24393216,cashews,0.8
24393216,dry fruits,0.7
24393216,pistachio,0.8
24393171,chutneys,0.75
24393171,dosas,0.9
24393171,egg,0.85
24393171,sambar,0.8
24393272,chicken,0.85
24393272,eggs,0.6
24393272,ghee,0.55
24393272,onions,0.7
24393272,rice,0.9
24393272,spices,0.75
24393272,yogurt,0.8
24393269,basmati rice,0.8
24393269,cardamom,0.5
24393269,chili powder,0.5
24393269,cinnamon,0.5
24393269,cloves,0.5
24393269,coriander,0.6
24393269,cumin,0.6
24393269,eggs,0.7
24393269,garlic,0.7
24393269,ginger,0.6
24393269,onion,0.7
24393269,yogurt,0.6
24393267,basmati rice,0.9
24393267,egg,0.8
24393267,garlic,0.7
24393267,ginger,0.65
24393267,onion,0.75
24393267,spices,0.75
24393267,tomato,0.65
24393267,yogurt,0.7
24393218,basil seeds,0.7
24393218,milk,0.9
24393218,rice vermicelli,0.75
24393218,rose syrup,0.85
24393218,vanilla ice cream,0.8
24393347,fanta,0.9
24393212,chili,0.8
24393212,garlic,0.65
24393212,naan,0.9
24393212,spice,0.7
24393212,yogurt,0.55
24393214,gulab jamun,0.9
24393214,vanilla ice cream,0.8
24393235,carrot,0.7
24393235,cucumber,0.8
24393235,olive oil,0.6
24393235,onion,0.7
24393235,spices,0.65
24393235,vinegar,0.75
24393223,eggs,0.9
24393223,oil,0.75
24393223,pepper,0.55
24393223,salt,0.65
24393201,cheese,0.8
24393201,coriander,0.6
24393201,garlic,0.7
24393201,naan,0.9
24393042,coriander,0.7
24393042,garlic,0.8
24393042,naan,0.9
24393174,chutney,0.7
24393174,dosa,0.9
24393174,ghee,0.85
24393174,sambar,0.75
24393279,basmati rice,0.9
24393279,garlic,0.7
24393279,ghee,0.6
24393279,ginger,0.6
24393279,goat,0.8
24393279,onion,0.7
24393279,spices,0.8
24393279,yogurt,0.7
24393277,garlic,0.7
24393277,ginger,0.65
24393277,goat,0.85
24393277,onion,0.75
24393277,rice,0.8
24393277,spices,0.6
24393277,tomato,0.7
24393277,yogurt,0.6
24393275,basmati rice,0.85
24393275,garlic,0.7
24393275,ginger,0.7
24393275,goat,0.9
24393275,onion,0.8
24393275,spices,0.6
24393275,tomato,0.8
24393275,yogurt,0.7
24393072,date chutney,0.5
24393072,mint chutney,0.6
24393072,potato mash,0.8
24393072,puri shells,0.9
24393072,tamarind chutney,0.6
24393200,basmati rice,0.9
24393200,garlic,0.6
24393200,ginger,0.6
24393200,gongura leaves,0.8
24393200,onions,0.7
24393200,spices,0.5
24393200,tomatoes,0.6
24393200,yogurt,0.5
24393191,chili,0.6
24393191,coconut milk,0.55
24393191,coriander,0.6
24393191,cumin,0.6
24393191,garlic,0.7
24393191,ginger,0.6
24393191,gongura,0.9
24393191,onion,0.7
24393191,tomato,0.7
24393175,chutney,0.65
24393175,dosa,0.9
24393175,gongura,0.8
24393175,sambar,0.7
24393237,chana dal,0.8
24393237,cilantro,0.9
24393237,coconut,0.8
24393237,garlic,0.9
24393237,ginger,0.8
24393239,bell pepper,0.6
24393239,carrot,0.6
24393239,cucumber,0.7
24393239,lettuce,0.9
24393239,onion,0.6
24393239,spinach,0.8
24393239,tomato,0.7
24393213,almonds,0.8
24393213,honey,0.85
24393213,milk,0.9
24393213,nuts,0.8
24393213,raisins,0.75
24393038,basmati rice,0.9
24393038,cardamom,0.5
24393038,chicken,0.8
24393038,cinnamon,0.5
24393038,cloves,0.5
24393038,coriander,0.55
24393038,cumin,0.5
24393038,garlic,0.65
24393038,ginger,0.6
24393038,horse gram,0.6
24393038,onion,0.75
24393038,tomato,0.7
24393196,almond,0.8
24393196,cashew,0.8
24393196,chicken,0.7
24393196,coconut,0.8
24393196,garlic,0.6
24393196,ginger,0.6
24393196,onion,0.6
24393196,spices,0.7
24393196,tomato,0.6
24393196,yogurt,0.6
24393058,black lentils,0.85
24393058,rice,0.9
24393058,salt,0.75
24393158,black gram,0.8
24393158,fenugreek,0.7
24393158,oil,0.8
24393158,rice,0.9
24393158,salt,0.9
24393158,urad dal,0.8
24393061,hakka noodles,0.9
24393061,rice vinegar,0.7
24393061,soy sauce,0.8
24393061,vegetables,0.6
24393063,garlic,0.8
24393063,indian herbs,0.7
24393063,indian spices,0.7
24393063,rice,0.9
24393063,spring onion,0.8
24393209,cilantro,0.8
24393209,cumin seeds,0.8
24393209,naan,0.95
24393076,cashews,0.9
24393076,cilantro,0.85
24393076,cumin,0.9
24393076,rice,0.95
24393069,garlic,0.8
24393069,ginger,0.8
24393069,onions,0.9
24393069,spices,0.7
24393069,tomatoes,0.9
24393170,chutneys,0.75
24393170,curry leaves,0.5
24393170,dosa,0.9
24393170,lentils,0.65
24393170,mustard seeds,0.5
24393170,onions,0.6
24393170,rice,0.7
24393170,sambar,0.8
24393170,spicy chutney,0.85
24393170,tomatoes,0.55
24393078,dosa,0.95
24393078,garlic,0.6
24393078,ginger,0.55
24393078,minced meat,0.9
24393078,onions,0.75
24393078,spices,0.8
24393078,tomatoes,0.65
24393101,cilantro,0.7
24393101,coconut milk,0.9
24393101,curry powder,0.8
24393101,lemon,0.7
24393101,spices,0.7
24393148,garlic,0.75
24393148,ginger,0.75
24393148,lamb,0.95
24393148,spices,0.65
24393285,basmati rice,0.85
24393285,garlic,0.75
24393285,ginger,0.75
24393285,lamb,0.9
24393285,onions,0.8
24393285,spices,0.85
24393285,tomatoes,0.7
24393285,yogurt,0.7
24393283,basmati rice,0.9
24393283,coriander,0.6
24393283,garlic,0.7
24393283,ghee,0.6
24393283,ginger,0.7
24393283,lamb,0.9
24393283,mint,0.5
24393283,onion,0.8
24393283,spices,0.7
24393283,tomato,0.7
24393283,yogurt,0.8
24393326,garlic,0.6
24393326,ghee,0.5
24393326,ginger,0.6
24393326,lamb,0.9
24393326,onion,0.7
24393326,rice,0.8
24393326,spices,0.7
24393326,yogurt,0.6
24393140,chili,0.7
24393140,lamb,0.9
24393140,onions,0.8
24393140,spices,0.7
24393339,limca,0.9
24393339,sugar,0.7
24393197,coconut,0.9
24393197,tomato,0.85
24393370,coffee powder,0.9
24393370,milk,0.8
24393094,cardamom,0.65
24393094,cream,0.8
24393094,milk,0.85
24393094,saffron,0.55
24393094,sugar,0.75
24393189,cheese,0.8
24393189,cream,0.7
24393189,garlic,0.6
24393189,ginger,0.5
24393189,minced vegetables,0.9
24393189,onion,0.6
24393189,spices,0.5
24393189,tomato,0.5
24393116,boiled protein,0.8
24393116,manchurian sauce,0.9
24393116,onion,0.85
24393116,tomato,0.85
24393354,mango,0.95
24393354,sugar,0.7
24393354,yogurt,0.9
24393090,cream,0.8
24393090,mango,0.9
24393090,sugar,0.7
24393217,cream,0.85
24393217,mango,0.9
24393217,sugar,0.8
24393226,chili,0.6
24393226,coriander,0.5
24393226,cumin,0.5
24393226,garlic,0.6
24393226,ginger,0.6
24393226,onion,0.7
24393226,potato,0.9
24393226,spices,0.8
24393226,turmeric,0.5
24393367,black tea,0.95
24393367,milk,0.7
24393367,spices,0.9
24393367,sugar,0.65
24393167,chutney,0.8
24393167,dosa,0.9
24393167,potato,0.9
24393167,sambar,0.8
24393242,coriander leaves,0.85
24393242,garlic,0.75
24393242,ginger,0.8
24393242,mint leaves,0.9
24393205,mint leaves,0.8
24393205,naan,0.9
24393128,chickpea flour,0.9
24393128,oil,0.8
24393128,vegetables,0.85
24393293,cauliflower,0.6
24393293,chickpea flour,0.8
24393293,chili powder,0.5
24393293,coriander,0.5
24393293,cumin,0.5
24393293,oil,0.5
24393293,onion,0.7
24393293,potato,0.65
24393293,salt,0.5
24393293,spinach,0.5
24393293,vegetables,0.7
24393289,cauliflower,0.65
24393289,chickpea flour,0.75
24393289,chili pepper,0.5
24393289,cilantro,0.55
24393289,cumin,0.45
24393289,onion,0.6
24393289,potato,0.7
24393289,salt,0.5
24393287,chickpea flour,0.8
24393287,chili pepper,0.6
24393287,coriander,0.7
24393287,cumin,0.7
24393287,garlic,0.6
24393287,ginger,0.6
24393287,onion,0.8
24393287,potato,0.9
24393110,black pepper,0.7
24393110,croutons,0.7
24393110,lemon,0.8
24393110,yellow lentils,0.9
24393186,masala,0.75
24393186,paneer,0.9
24393186,peas,0.85
24393186,tomato,0.8
24393106,bones,0.75
24393106,goat,0.8
24393106,mutton,0.9
24393106,spices,0.7
24393168,chutney,0.8
24393168,dosa,0.95
24393168,mysore masala,0.9
24393168,sambar,0.8
24393082,dry fruits,0.9
24393082,nine gems,0.85
24393082,nuts,0.9
24393082,spices,0.9
24393082,vegetables,0.95
24393177,chili,0.85
24393177,chutneys,0.7
24393177,dosa,0.95
24393177,onion,0.9
24393177,sambar,0.75
24393180,chili,0.85
24393180,chutney,0.6
24393180,onion,0.9
24393180,rice,0.7
24393180,sambar,0.7
24393180,urad dal,0.65
24393203,flour,0.65
24393203,garlic,0.6
24393203,naan,0.95
24393203,onions,0.9
24393203,yeast,0.55
24393203,yogurt,0.7
24393297,onion,0.65
24393297,paneer,0.8
24393297,spices,0.6
24393297,tomato,0.7
24393297,yogurt,0.5
24393295,bell peppers,0.7
24393295,garlic,0.6
24393295,ginger,0.6
24393295,onions,0.8
24393295,paneer,0.9
24393295,spices,0.6
24393295,tomatoes,0.7
24393329,chili pepper,0.6
24393329,coriander,0.6
24393329,cumin,0.6
24393329,garlic,0.6
24393329,ginger,0.6
24393329,onion,0.8
24393329,paneer,0.9
24393329,potato,0.7
24393329,tomato,0.7
24393329,yogurt,0.6
24393097,chutney,0.8
24393097,dosa,0.9
24393097,paneer,0.9
24393097,sambar,0.8
24393306,garlic,0.65
24393306,ginger,0.6
24393306,onion,0.75
24393306,paneer,0.85
24393306,rice,0.9
24393306,spices,0.55
24393306,tomato,0.7
24393306,yogurt,0.5
24393302,basmati rice,0.8
24393302,garlic,0.6
24393302,ginger,0.6
24393302,green chili,0.6
24393302,onion,0.7
24393302,paneer,0.9
24393302,spices,0.5
24393302,tomato,0.7
24393302,yogurt,0.6
24393300,basmati rice,0.8
24393300,ghee,0.6
24393300,onion,0.7
24393300,paneer,0.9
24393300,spices,0.5
24393300,tomato,0.7
24393300,yogurt,0.6
24393210,cottage cheese,0.8
24393210,flour,0.7
24393210,naan,0.9
24393210,salt,0.55
24393210,yeast,0.6
24393144,chili,0.5
24393144,garlic,0.6
24393144,ginger,0.6
24393144,paneer,0.9
24393144,spices,0.8
24393144,yogurt,0.7
24393052,flour,0.9
24393052,ghee,0.7
24393052,salt,0.7
24393052,yogurt,0.6
24393172,basmati rice,0.8
24393172,chutneys,0.7
24393172,lentils,0.8
24393172,sambar,0.7
24393206,butter,0.5
24393206,milk,0.5
24393206,salt,0.6
24393206,wheat flour,0.9
24393206,yeast,0.7
24393184,basmati rice,0.9
24393184,chutneys,0.8
24393184,lentils,0.9
24393184,sambar,0.8
24393178,chutney,0.7
24393178,dosa,0.95
24393178,lentil powder,0.9
24393178,sambar,0.8
24393084,chutney,0.8
24393084,lentils,0.85
24393084,rice,0.9
24393084,salt,0.65
24393084,spices,0.7
24393050,cucumber,0.8
24393050,yogurt,0.9
24393162,idli,0.9
24393162,rasam,0.75
24393162,tamarind,0.8
24393162,tomato,0.85
24393104,spices,0.75
24393104,tamarind juice,0.8
24393104,tomato,0.9
24393163,rasam,0.6
24393163,tamarind,0.7
24393163,tomato,0.7
24393163,vada,0.8
24393215,cottage cheese,0.9
24393215,milk,0.85
24393215,rosewater,0.6
24393215,sugar,0.8
24393215,thickener,0.7
24393194,garlic,0.5
24393194,ginger,0.5
24393194,lamb,0.85
24393194,onion,0.65
24393194,spices,0.5
24393194,tomato,0.75
24393194,yogurt,0.55
24393365,milk,0.85
24393365,rose syrup,0.9
24393365,sabja seeds,0.75
24393208,naan,0.95
24393208,rosemary,0.85
24393067,nuts,0.7
24393067,onion,0.8
24393067,paneer,0.9
24393193,coconut,0.75
24393193,cream,0.47
24393193,garam masala,0.5
24393193,garlic,0.6
24393193,ginger,0.55
24393193,onion,0.65
24393193,spinach,0.85
24393193,tomato,0.7
24393224,curry powder,0.8
24393224,vegetables,0.9
24393358,milk,0.8
24393358,salt,0.7
24393225,cilantro,0.8
24393225,cumin,0.6
24393225,garlic,0.6
24393225,ginger,0.5
24393225,lentil,0.9
24393225,onion,0.7
24393225,tomato,0.6
24393225,turmeric,0.5
24393156,cilantro,0.7
24393156,idli,0.9
24393156,lentil soup,0.8
24393161,cilantro,0.7
24393161,lentil soup,0.8
24393161,vada,0.9
24393054,lentil,0.8
24393054,pastry,0.9
24393054,pea,0.85
24393054,potato,0.9
24393054,spice,0.7
24393125,chutney,0.8
24393125,garbanzo beans,0.9
24393125,onion,0.9
24393125,samosa,0.95
24393125,sev,0.8
24393122,bell peppers,0.7
24393122,crispy protein,0.8
24393122,onions,0.7
24393122,schezwan sauce,0.9
24393352,sparkling water,0.95
24393176,chutney,0.8
24393176,dosa,0.95
24393176,sambar,0.8
24393176,spinach,0.9
24393131,bell pepper,0.6
24393131,cabbage,0.8
24393131,carrot,0.75
24393131,cilantro,0.55
24393131,garlic,0.5
24393131,onion,0.65
24393131,rice noodle,0.7
24393131,soy sauce,0.5
24393335,sprite,0.95
24393335,sugar,0.7
24393363,sugar,0.85
24393363,yogurt,0.9
24393233,nuts,0.7
24393233,salt,0.6
24393233,spices,0.8
24393233,sugar,0.55
24393233,tamarind,0.9
24393138,chef's special spices,0.8
24393138,chicken,0.9
24393138,clay oven,0.6
24393227,flour,0.8
24393227,papad,0.95
24393227,salt,0.7
24393227,spices,0.6
24393211,salt,0.8
24393211,whole wheat flour,0.9
24393080,harissa paste,0.75
24393080,kafir lime,0.8
24393080,salmon,0.9
24393080,yogurt,0.85
24393120,gongura,0.9
24393120,onion,0.8
24393120,spices,0.7
24393120,tomato,0.8
24393333,sugar,0.7
24393333,thums up,0.9
24393046,chicken,0.9
24393046,cream,0.8
24393046,garlic,0.7
24393046,ginger,0.6
24393046,onion,0.7
24393046,spices,0.8
24393046,tomato,0.6
24393238,garlic,0.65
24393238,onion,0.75
24393238,spices,0.5
24393238,sugar,0.5
24393238,tomato,0.85
24393238,vinegar,0.55
24393111,croutons,0.8
24393111,tomato,0.9
24393160,chili,0.7
24393160,curry leaves,0.55
24393160,oil,0.9
24393160,onion,0.65
24393160,salt,0.8
24393160,urad dal,0.9
24393220,cream,0.7
24393220,milk,0.8
24393220,sugar,0.6
24393220,vanilla,0.9
24393220,vanilla extract,0.55
24393221,mango,0.8
24393221,vanilla ice-cream,0.9
24393314,bell pepper,0.7
24393314,broccoli,0.55
24393314,carrot,0.8
24393314,cauliflower,0.6
24393314,hummus,0.5
24393314,onion,0.75
24393314,pea,0.65
24393314,potato,0.85
24393314,tzatziki,0.5
24393310,bell peppers,0.6
24393310,carrots,0.6
24393310,celery,0.6
24393310,cheese,0.7
24393310,hummus,0.7
24393310,olives,0.6
24393310,pita bread,0.6
24393310,vegetables,0.8
24393309,appetizers,0.7
24393309,cheese,0.6
24393309,crackers,0.5
24393309,hummus,0.6
24393309,olives,0.5
24393309,vegetables,0.8
24393324,basmati rice,0.9
24393324,garlic,0.7
24393324,ginger,0.65
24393324,onions,0.8
24393324,spices,0.6
24393324,tomatoes,0.7
24393324,vegetables,0.85
24393324,yogurt,0.55
24393320,basmati rice,0.9
24393320,bell pepper,0.65
24393320,cardamom,0.5
24393320,carrot,0.7
24393320,cauliflower,0.7
24393320,cinnamon,0.55
24393320,cloves,0.5
24393320,coriander,0.6
24393320,cumin,0.6
24393320,garlic,0.8
24393320,ginger,0.75
24393320,green peas,0.75
24393320,onion,0.85
24393320,tomato,0.8
24393320,yogurt,0.5
